vendedor,referencia_vendedor,fabricante,ref_fabricante,unidad_embalaje,descripcion,precio_unitario,fechaCompra,cantidad,total
"FARNELL COMPONENTS, SL,",,,,,"ref. 1169596 MULTICOMP - 11-19 TSS - SOCKET, N, PANEL, 50R",5.79,2011-07-06,1,5.79
"AMIDATA S.A,",,,,,ref. 666-1033 Pinzas de punta redondeada 115 mm,3.87,2011-06-30,5,19.35
"AMIDATA S.A,",,,,,"ref. 174-791 Pistola aplicador de sellante,400ml",6.64,2011-06-30,1,6.64
"AMIDATA S.A,",,,,,ref. 6661030 Pinzas de punta curva fina 115 mm,4.5600000000000005,2011-06-30,3,13.68
"ALCO, SUBMINISTRES PER A LABORATORI, S.A.,",,,,,"ref. 701353 Etanol 96% 2,5l",27.9,2011-06-20,2,55.8
"AMIDATA S.A,",,,,,"ref. 209-5612 Off white Al mettec case,200x130x85mm",71.6,2011-06-17,1,71.6
"FARNELL COMPONENTS, SL,",,,,,"ref. 1860842 XP POWER - AFM45US12 - EXTERNAL PSU, 48W, IT & MEDICAL, 12V",39.69,2011-06-17,1,39.69
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"ref. 142-6002 Ultrasonic bath 2.75l, analogue model with timer and heater 1 * 1 UN",558.0,2011-06-16,1,558.0
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"ref. 216-1820, CRISTALIZADOR SIN PICO, CAPACIDAD 20 ML1 * 1 UN",8.5,2011-06-14,30,255.0
"AMIDATA S.A,",,,,,REF. 555-572 Bandeja para ataque quA­mico de PCB,17.07,2011-06-10,1,17.07
"AMIDATA S.A,",,,,,"REF. 186-3492 Guantes goma de nitrilo,medios 5 pares",10.4,2011-06-10,1,10.4
"AMIDATA S.A,",,,,,"REF. 323-9863 Guantes de lA¡tex sin polvo,tamaA±o 9-10.5",10.3,2011-06-10,6,61.800000000000004
"AMIDATA S.A,",,,,,"REF. 544-005 Herramienta arrollamiento normal,30awg",28.58,2011-06-10,1,28.58
"AMIDATA S.A,",,,,,REF. 328-5872 Guantes de nitrilo azul medios,19.4,2011-06-10,2,38.8
"ONDA RADIO, S.A.,",,,,,REF. CO9010 CONECTOR BNC PROLONGADOR MACHO-MACHO,2.42,2011-06-10,5,12.1
"ONDA RADIO, S.A.,",,,,,REF. CAL973 JUEGO DE TRES CALIBRADORES DE PLASTICO,1.8,2011-06-10,1,1.8
"ONDA RADIO, S.A.,",,,,,REF. LLA 7P JUEGO LLAVES ALLEN,4.83,2011-06-10,1,4.83
"ONDA RADIO, S.A.,",,,,,ref. g140 4 PILAS PILAS RECARGABLES GP 1000mAH,9.98,2011-06-10,4,39.92
"ONDA RADIO, S.A.,",,,,,REF G102 4 BATERAAS RECARGABLES DE CONSUMO GP NiCd 1000mAH,7.92,2011-06-10,4,31.68
"ONDA RADIO, S.A.,",,,,,REF. MG0853 (E) MAGMONT CIANO 8GR NORMAL,3.9,2011-06-10,3,11.7
"FERRETERIA MARANGES, S.A.,",,,,,ref. MMI8U20 pasador muelle tipo R 2.0 mm,0.06,2011-06-10,30,1.799999999999999
"FERRETERIA MARANGES, S.A.,",,,,,REF. ESTROPAJO FIBRA VERDE. LAMINA 16x25 ESTROPAJO FIBRA VERDE SCOTCH,0.9,2011-06-10,3,2.7
"FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),",,,,,ref. 590-416E Professional etching process kit,152.62,2011-06-08,1,152.62
"FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),",,,,,ref. 590-416ER RUB ON ETCH RESIST 8 SHEETS,8.21,2011-06-08,1,8.21
"MOUSER ELECTRONICS, INC.,",,,,,ref. 590-416DFR-5 DRY FILM RESIST 5' x 12 FILM,14.81,2011-06-07,2,29.62
"MOUSER ELECTRONICS, INC.,",,,,,ref. 580-D20PC-3-DC4-GS-C Medidores de panel digitales 0-19.99mA input rge 3 1/2 Digit Grn LED,48.54,2011-06-07,1,48.54
"AMIDATA S.A,",,,,,ref. 176-1188 Pinzas Antiestaticas 258SA,27.5,2011-06-02,2,55.0
"AMIDATA S.A,",,,,,ref. 458-743 Compuesto silicona Qsil 550 sobre 250g,34.2,2011-06-02,1,34.2
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,ref. 213-1107 VASO FORMA BAJA CON PICO CAPACIDAD 250ML 1 * 1 UN,6.5,2011-06-02,4,26.0
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,PESAFILTROS DE VIDRIO FORMA BAJA 30x80mm 1 * 1 UN ref. 611-9307,19.2,2011-06-02,2,38.4
"AMIDATA S.A,",,,,,"ref. 307-5568 Low power red LED ammeter,4-20mA 13.2mm",121.92,2011-05-30,1,121.92
"FARNELL COMPONENTS, SL,",,,,,"ref. 1144785 VISHAY SPECTROL - 534B1102JLB - POTENTIOMETER, 2W 1K",11.72,2011-05-30,2,23.44
"FARNELL COMPONENTS, SL,",,,,,"ref. 1441211 TRACOPOWER - THB 3-1215 - CONVERTER, DC/DC, DIL, 3W, 24V/0.1A",38.3,2011-05-30,2,76.6
"FARNELL COMPONENTS, SL,",,,,,"ref. 1339312 DATEL - DMS-40PC-4/20S-24RS-I-C - DPM, LED, 4-20MA, RED, PROCESS",100.93,2011-05-30,1,100.93
"FARNELL COMPONENTS, SL,",,,,,"ref. 3645538 PRO SIGNAL - EX102 - EXTENSION, PS/2",3.03,2011-05-27,2,6.06
"AMIDATA S.A,",,,,,"ref. 202-723 Cable alargador teclado PS/2,0.5m",3.4,2011-05-27,2,6.8
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"ref. 216-1819 CRISTALIZADOR CON PICO, CAPACIDAD 3500ML 1 * 1 UN",83.2,2011-05-26,1,83.2
"ONDA RADIO, S.A.,",,,,,ref. te206 TERMINAL PLANO DE LATON PLATEADO,0.03,2011-05-20,50,1.5
"ONDA RADIO, S.A.,",,,,,"ref. TE-205 TERMINAL PLANO LATON PLANTEAD 15,0X3,5X0,5MM",0.02,2011-05-20,50,1.0
"ONDA RADIO, S.A.,",,,,,"ref. TE-204 TERMINAL PLANO LATON PLATEAD 15,0X3,2X0,3MM",0.02,2011-05-20,50,1.0
"ONDA RADIO, S.A.,",,,,,ref.TE-202 TERMINAL 3'6X12'5 PLANO DE LATON,0.03,2011-05-20,50,1.5
"ONDA RADIO, S.A.,",,,,,ref. BR402RN BORNES 4MM METALES NIQUELADOS NEGRO,3.1,2011-05-20,15,46.5
"ONDA RADIO, S.A.,",,,,,"ref. te2366 TERMINAL REDONDO M6 SECCION 2,5-6MM2",0.13,2011-05-20,50,6.5
"ONDA RADIO, S.A.,",,,,,"ref. TE-203 TERMINAL PLANO LATON PLATEADO 12,5X4,2X0,3MM",0.09,2011-05-20,50,4.5
"ONDA RADIO, S.A.,",,,,,"ref. TE-9964R FASTON MACHO 6,3MM TALADRO",0.07,2011-05-20,100,7.000000000000001
"AMIDATA S.A,",,,,,ref. 666-7362 Thin Film Pt100 Detect 1.6x1.2mm Class A,6.23,2011-05-19,10,62.300000000000004
"AMIDATA S.A,",,,,,ref. 619-7598 Termistor PTC 470R 0603 SMD 5% 90grad,0.68,2011-05-19,20,13.600000000000001
"AMIDATA S.A,",,,,,"ref. 230-6530 Puente de conexion,doble clavija 4mm",9.63,2011-05-19,1,9.63
"AMIDATA S.A,",,,,,ref. 204-9287 Conector 2xbanana rojo con puente conex.,5.64,2011-05-19,1,5.64
"AMIDATA S.A,",,,,,"ref. 792-670 Broca helicoidal en acero HSS,diam 3mm",2.29,2011-05-19,2,4.58
"AMIDATA S.A,",,,,,ref. 423-3096 DOUBLE BANANA PLUG,6.17,2011-05-19,1,6.17
"AMIDATA S.A,",,,,,"ref. 188-138 Resistencia hilo bobinado HS100,15R 100W",9.07,2011-05-19,2,18.14
"AMIDATA S.A,",,,,,"ref. 188-223 Resistencia hilo bobinado HS100,1K 100W",6.15,2011-05-19,2,12.3
"AMIDATA S.A,",,,,,"ref. 188-071 Resistencia hilo bobinado HS100,R5 100W",6.15,2011-05-19,2,12.3
"AMIDATA S.A,",,,,,"ref. 188-087 Resistencia hilo bobinado HS100,1R 100W",9.07,2011-05-19,2,18.14
"AMIDATA S.A,",,,,,"ref. 313-3197 Transistor NPN Darlington,BU931P",3.2,2011-05-18,5,16.0
"AMIDATA S.A,",,,,,"ref. 541-1146 N-channel MOSFET,IRFBG30 3.1A 1000V",3.4,2011-05-18,5,17.0
"AMIDATA S.A,",,,,,ref. 250-145 ESBT transistor 3A 2200V STC03DE220HV,7.38,2011-05-18,5,36.9
"AMIDATA S.A,",,,,,ref. 250-173 ESBT transistor 8A 1200V STC08DE120HV,5.9,2011-05-18,5,29.5
"AMIDATA S.A,",,,,,"ref.158-3168 Plancha vitroceramica Macor,100x100x3mm",127.0,2011-05-18,1,127.0
"AMIDATA S.A,",,,,,"ref. 233-8644 1 lote de dos Plancha vitroceramica Macor,50x50x2mm",67.9,2011-05-18,1,67.9
"AMIDATA S.A,",,,,,"ref. 233-4333 1 lote de dos Plancha vitroceramica Macor,50x50x1mm",55.4,2011-05-18,1,55.4
"AMIDATA S.A,",,,,,ref. 392-649 2x Stereo Cable Mount Screened Plug 3.5mm,1.4100000000000001,2011-05-18,2,2.8200000000000003
"AMIDATA S.A,",,,,,ref. 392-615 Stereo Metal In-line Jack Socket 3.5mm,1.5,2011-05-18,2,3.0
"AMIDATA S.A,",,,,,"ref. 295-028 Transistor NPN,2N2222A 0.8A 10V",1.28,2011-05-18,10,12.8
"AMIDATA S.A,",,,,,"ref. 648-8670 Borne horizontal PCB paso 3,5mm 10 vias",1.46,2011-05-18,5,7.3
"AMIDATA S.A,",,,,,"ref. 707-5512 Terminal block fixed horizontal, 10 way",2.15,2011-05-18,5,10.75
"ABACUS,",,,,,"Pincel oleo ""eterna"" rodo 8 ref. 992.07",0.9,2011-05-17,2,1.8
"ABACUS,",,,,,"Pincel oleo ""eterna"" rodo 6 ref. 991.34",0.8,2011-05-17,2,1.6
"ABACUS,",,,,,"Pincel oleo ""eterna"" rodo 4 ref. 990.43",0.7000000000000001,2011-05-17,2,1.4
"ABACUS,",,,,,"Pincel oleo ""eterna"" rodo 2 ref. 989.31",0.5,2011-05-17,2,1.0
"ABACUS,",,,,,"Pincel oleo ""eterna"" rodo 1 ref. 988.97",0.45,2011-05-17,2,0.9
"ABACUS,",,,,,"Pincel oleo ""eterna"" rodo 10 ref 108895.94",0.9500000000000001,2011-05-17,2,1.9
"PANREAC QUIMICA, S.A.,",,,,,REF. AG000450 - 2 Hojas de plata (Ag) 100 X 100 X 0.25 mm,295.0,2011-05-16,1,295.0
"AMIDATA S.A,",,,,,"ref. 225-5561 Varilla vitroceramica Macor,300x20mm",264.0,2011-05-11,1,264.0
"ABACUS,",,,,,Cartro-ploma DIN-A4 ref. 73345.14,4.25,2011-05-06,1,4.25
"ABACUS,",,,,,Cartro-ploma blanc DIN-A3 ref. 73344.80,8.1,2011-05-06,1,8.1
"ABACUS,",,,,,Cartro pluma negre DIN-A3 ref. 46029.11,7.45,2011-05-06,2,14.9
"ABACUS,",,,,,cartro pluma negre DIN-A4 ref. 46027.59,3.85,2011-05-06,2,7.7
"AMIDATA S.A,",,,,,D-SUB SCREW CONTACT 25 WAYS MALE ref. 615-5948,15.7,2011-05-06,2,31.4
"AMIDATA S.A,",,,,,"Caja de aluminio IP54,52x38x27mm ref. 343-9861",3.39,2011-05-06,4,13.56
"ONDA RADIO, S.A.,",,,,,GRAPA SUJETA CABLE REDONDA REF. GR22,0.02,2011-04-29,25,0.5
"ONDA RADIO, S.A.,",,,,,GRAPA SUJETA CABLE BICROMATADA REF. GR21,0.02,2011-04-29,25,0.5
"ONDA RADIO, S.A.,",,,,,HEMBRILLAS PASO 4 mm REF. HB90V,0.36,2011-04-29,10,3.599999999999999
"ONDA RADIO, S.A.,",,,,,HEMBRILLAS PASO 4 mm REF. HB90AZ,0.36,2011-04-29,10,3.599999999999999
"ONDA RADIO, S.A.,",,,,,HEMBRILLAS PASO 4 mm REF. HB90R,0.36,2011-04-29,10,3.599999999999999
"ONDA RADIO, S.A.,",,,,,HEMBRILLAS PASO 4 mm REF. HB90N,0.36,2011-04-29,10,3.599999999999999
"ONDA RADIO, S.A.,",,,,,HEMBRILLA NIQUELADA PASO 4 mm REF. HB107,0.63,2011-04-29,10,6.3
"ONDA RADIO, S.A.,",,,,,ROHS HEMBRILLAS 2MM REF. HB50V,0.8200000000000001,2011-04-29,10,8.2
"ONDA RADIO, S.A.,",,,,,ROHS PH-5 PASACHASIS REF. PH5,0.15,2011-04-29,25,3.75
"ONDA RADIO, S.A.,",,,,,GRAPA SUJETA CABLE PLANA REF. GR23,0.02,2011-04-29,25,0.5
"ONDA RADIO, S.A.,",,,,,ROHS PH-2 PASACHASIS REF. PH2,0.07,2011-04-29,25,1.75
"ONDA RADIO, S.A.,",,,,,ROHS PH-4E PASACHASIS CERAMICO TIPO MECHA REF. PH4E,0.15,2011-04-29,25,3.75
"ONDA RADIO, S.A.,",,,,,ROHS HEMBRILLAS 2MM REF. HB50AZ,0.8200000000000001,2011-04-29,10,8.2
"ONDA RADIO, S.A.,",,,,,"ROHS BANANA BARRILETE 4MM RESORTE NIQ C/TOMA REF, BN60AZ",1.3900000000000001,2011-04-29,10,13.899999999999999
"ONDA RADIO, S.A.,",,,,,"ROHS BANANA BARRILETE 4MM RESORTE NIQ C/TOMA REF, BN60V",1.3900000000000001,2011-04-29,10,13.899999999999999
"ONDA RADIO, S.A.,",,,,,ROHS BANANA BARRILETE 4MM RESORTE NIQ. ROSCA M-3 REF. BN71M3,0.72,2011-04-29,10,7.199999999999999
"ONDA RADIO, S.A.,",,,,,ROHS HEMBRILLAS 2MM REF. HB50R,0.8200000000000001,2011-04-29,10,8.2
"ONDA RADIO, S.A.,",,,,,ROHS HEMBRILLAS 2MM REF. HB50N,0.8200000000000001,2011-04-29,10,8.2
"ONDA RADIO, S.A.,",,,,,"ROHS BANANA BARRILETE 4MM RESORTE NIQ C/TOMA REF, BN60N",1.3900000000000001,2011-04-29,10,13.899999999999999
"ONDA RADIO, S.A.,",,,,,ROHS ADAPTADOR BANANA HEMBRA 2MM MACHO 4MM BN242R,1.02,2011-04-29,5,5.1
"ONDA RADIO, S.A.,",,,,,"ROHS BANANA BARRILETE 4MM RESORTE NIQ C/TOMA REF, BN60R",1.3900000000000001,2011-04-29,10,13.899999999999999
"ONDA RADIO, S.A.,",,,,,ROHS ADAPTADOR BANANA HEMBRA 2MM MACHO 4MM BN242N,1.02,2011-04-29,5,5.1
"ONDA RADIO, S.A.,",,,,,ROHS BANANA BARRILETE 2MM ORO TUERCA Y PORTA ref. BN28M,0.68,2011-04-29,10,6.800000000000001
"ONDA RADIO, S.A.,",,,,,ROHS BANANA BARRILETE 2MM ORO C/TOMA POSTERIOR REF. BN27N,0.71,2011-04-29,10,7.1
"ONDA RADIO, S.A.,",,,,,ROHS BANANA BARRILETE 2MM ORO C/TOMA POSTERIOR REF. BN27R,0.71,2011-04-29,10,7.1
"ONDA RADIO, S.A.,",,,,,ROHS BANANA BARRILETE 2MM ORO C/TOMA POSTERIOR REF. BN27V,0.71,2011-04-29,10,7.1
"ONDA RADIO, S.A.,",,,,,ROHS BANANA BARRILETE 2MM ORO C/TOMA POSTERIOR REF. BN27AZ,0.71,2011-04-29,10,7.1
"ONDA RADIO, S.A.,",,,,,ROHS CARCASA METALICA PARA SUB-D 25 PINS TORNILLO REF. CO2975,2.76,2011-04-29,4,11.04
"AMIDATA S.A,",,,,,Screwdriver Parallel Bulk 4mm x 100mm ref. 665-8504,4.27,2011-04-28,1,4.27
"AMIDATA S.A,",,,,,Bolsa 100 Cable mount PA66 34x12.7mm white CTAP ref. 705-6334,7.8,2011-04-28,1,7.8
"AMIDATA S.A,",,,,,"Screw fix cable tie mount base,7.6mm ref. 231-9817",12.68,2011-04-28,1,12.68
"AMIDATA S.A,",,,,,"Bolsa 100 Screw fix cable tie mount base,4.6mm ref. 231-9823",13.2,2011-04-28,1,13.2
"AMIDATA S.A,",,,,,"Caja de aluminio IP54,92x38x27mm ref. 343-9877",3.77,2011-04-27,2,7.54
"FARNELL COMPONENTS, SL,",,,,,"AMPHENOL - L717DB25PST4 - KIT DE ENCHUFE, ENTRADA DE 45 GRADOS, 25VIAS ref. 1306779",14.27,2011-04-27,2,28.54
"AMIDATA S.A,",,,,,Pinzas de punta fina 115 mm ref. 666-1036,3.34,2011-04-27,1,3.34
"AMIDATA S.A,",,,,,Pinzas de punta curva fina 115 mm ref. 666-1030,4.23,2011-04-27,3,12.690000000000001
"AMIDATA S.A,",,,,,Pinzas de plastico Delrin No.P2A ref. 231-7849,6.41,2011-04-27,1,6.41
"AMIDATA S.A,",,,,,Pinzas de punta redondeada 115 mm ref. 666-1033,3.48,2011-04-27,3,10.44
"FARNELL COMPONENTS, SL,",,,,,"LABFACILITY - IM-K-M/LCF - CONECTOR, MINI, PAR, T/C TIPO K ref. 8598347",5.33,2011-04-27,10,53.3
"FARNELL COMPONENTS, SL,",,,,,"LABFACILITY - IM-K-M (IEC) - MACHO, MINI, T/C TIPO K ref. 7086362",2.84,2011-04-27,10,28.4
"FARNELL COMPONENTS, SL,",,,,,"LABFACILITY - IM-K-FF (IEC) - HEMBRA, PANEL MINI, T/C TIPO K ref. 7086386",3.15,2011-04-27,10,31.5
"FARNELL COMPONENTS, SL,",,,,,DURATOOL - 608-391A-W - TERCERA MANO ref. 3125350,9.24,2011-04-27,1,9.24
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"CRISTALIZADOR CON PICO, CAPACIDAD 500ML1 * 1 UN ref. 216-1816",17.0,2011-04-26,4,68.0
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"CRISTALIZADOR CON PICO, CAPACIDAD 300ML1 * 1 UN ref. 216-1815",11.5,2011-04-26,6,69.0
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,PESAFILTROS DE VIDRIO FORMA BAJA 30x80mm 1 * 1 UN ref. 611-9307,19.2,2011-04-26,3,57.599999999999994
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,VASO FORMA BAJA CON PICO CAPACIDAD 600ML 1 * 1 UN ref. 213-1109,9.5,2011-04-26,6,57.0
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,BEAKER 150ml LOW FORM GLASS -DURAN 1 * 1 UN ref. 213-1106,6.3,2011-04-26,4,25.2
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"Cristalizador, c/bico, 60x35 mm, 60 ml 1 * 1 UN ref. 216-1812",8.9,2011-04-26,4,35.6
"ABACUS,",,,,,Cartutx Original Epson Stylus Photo R200/R220/R300 NEGRE REF. 109181.34,19.65,2011-04-08,2,39.3
"FERRETERIA MARANGES, S.A.,",,,,,Contera para tubo de 40x40 ref. CONTERA TUBO 40X40,0.1,2011-04-06,12,1.2
"DIOTRONIC, S.A.,",,,,,JGO.CONDENSADORES ELECTROLITIC ref. K/CAP2,6.61,2011-04-06,2,13.22
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"Placas de Petri, Steriplan® 60x15 ref. 391-2810",1.9,2011-04-06,10,19.0
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"cristalizador De vidrio Duran®, sin pico 40x25 ref.216-1820",8.5,2011-04-06,5,42.5
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"cristalizador De vidrio Duran®, con pico 40x25 ref.216-1810",7.3,2011-04-06,5,36.5
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"cristalizador De vidrio Duran®, sin pico 95x55 ref.216-1865",11.5,2011-04-06,4,46.0
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"Placas de Petri, Steriplan® 100x10 ref. 391-2831",1.8,2011-04-06,10,18.0
"FISHER SCIENTIFIC S.L.,",,,,,ONE BOX GLOVE BOX HOLDER ref. HS23457,16.2,2011-04-06,1,16.2
"AMIDATA S.A,",,,,,Guantes Latex Desechables M ref. 484-225,10.17,2011-04-06,3,30.509999999999998
"AMIDATA S.A,",,,,,"Brida de id para cable,nylon 25x8mm ref. 192-5275",11.49,2011-04-06,1,11.49
"AMIDATA S.A,",,,,,Guantes de nitrilo azul medios ref. 328-5872,17.61,2011-04-06,2,35.22
"DIOTRONIC, S.A.,",,,,,K/MOWM JGO.DE CABLES RIGIDOS protoboard ref. K/MOWN,6.28,2011-04-04,1,6.28
"DIOTRONIC, S.A.,",,,,,Atacador rapido L+S ref. ARLS,8.58,2011-04-04,2,17.16
"DIOTRONIC, S.A.,",,,,,Cloruro ferrico 250cc ref. cf500,6.47,2011-04-04,1,6.47
"DIOTRONIC, S.A.,",,,,,Cloruro ferrico 250cc ref. cf250,3.5300000000000002,2011-04-04,2,7.06
"DIOTRONIC, S.A.,",,,,,Punta desoldador vacio ref. 730.01,3.02,2011-04-04,2,6.04
"FERRETERIA MARANGES, S.A.,",,,,,Rollo celo TESA estandar 15mm ref. 57345,1.32,2011-03-31,4,5.28
"FERRETERIA MARANGES, S.A.,",,,,,Rollo cinta americana gris 25m ref. 56388,5.23,2011-03-31,2,10.46
"FERRETERIA MARANGES, S.A.,",,,,,Rollo cinta americana gris 50m ref. 56389,9.78,2011-03-31,2,19.56
"AMIDATA S.A,",,,,,Voltage regulator L7824CP ref. 686-9735,0.5700000000000001,2011-03-25,10,5.699999999999999
"AMIDATA S.A,",,,,,Voltage regulator L7824cv ref. 298-8564,0.51,2011-03-25,10,5.1
"ONDA RADIO, S.A.,",,,,,BATERIAS RECARGABLES DE CONSUMO GP NiCd ref. G102,7.92,2011-03-15,2,15.84
"FARNELL COMPONENTS, SL,",,,,,"NEXANS - HT406 CLEAR - CABLE, HT406, TRANSPARENTE, 100M ref. 4118844",99.54,2011-03-15,1,99.54
"AMIDATA S.A,",,,,,"Maletin con asa azul,310x280x100mm ref. 519-194",39.87,2011-03-10,1,39.87
"AMIDATA S.A,",,,,,Female cable connector shieldable 4-way ref. 706-3058,17.56,2011-03-10,1,17.56
"AMIDATA S.A,",,,,,Male cable connector shieldable 4-way ref. 706-3023,16.41,2011-03-10,1,16.41
"FARNELL COMPONENTS, SL,",,,,,"RELAY, REED, 1NO, 12VDC ref. 1214551",2.51,2011-03-04,3,7.529999999999999
"FARNELL COMPONENTS, SL,",,,,,"RELAY, REED, 1NO, 24VDC ref. 1214552",2.51,2011-03-04,3,7.529999999999999
"FARNELL COMPONENTS, SL,",,,,,"RELE, LENGUETA, 1NA, 5VCC ref. 1214549",2.31,2011-03-04,3,6.93
"AMIDATA S.A,",,,,,Regulador de tension fija L7815cv - ref: 298-8558,0.5,2011-03-03,10,5.0
"ABACUS,",,,,,Subcarpetes de cartolina amb pestanya groc 10 unitats REF. 1273.98,1.57,2011-03-01,2,3.14
"ABACUS,",,,,,Cintra Letra-TAG plastico amarillo REF. 81786.58,5.21,2011-03-01,4,20.84
"ABACUS,",,,,,Cintra Letra-TAG papel blanco REF. 81784.04,3.62,2011-03-01,4,14.48
"BIELEC, S.L.,",,,,,HOZAN K-110-1. SIERRA FINA DIAMANTE REF. HER500,53.74,2011-03-01,1,53.74
"AMIDATA S.A,",,,,,Connector (m) shieldable 4-way ref. 706-7498,14.07,2011-02-25,1,14.07
"AMIDATA S.A,",,,,,"Cable connector (f), shieldable 4-way ref. 706-7558",14.07,2011-02-25,1,14.07
"ONDA RADIO, S.A.,",,,,,CLORURO FERRICO EN BOTE 250GR PREPARAR 500CC REF. PHE500,6.28,2011-02-25,2,12.56
"PANREAC QUIMICA, S.A.,",,,,,Sodio Peroxodisulfato PRS de PANREAC bote de 1000g REF.143396.1211,24.3,2011-02-25,1,24.3
"FARNELL COMPONENTS, SL,",,,,,"TEXAS INSTRUMENTS - NE555P - TEMPORIZADOR DE PRECISION SIMPLE, DIP8, 0.5MHz REF. 9589899",0.53,2011-02-25,15,7.95
"FARNELL COMPONENTS, SL,",,,,,"MULTICOMP - 1N4148. - DIODO, DO-35, 100V, 150MA REF. 9565124",0.02,2011-02-25,50,1.0
"AMIDATA S.A,",,,,,OP Amp Single Volt Fdbk 7.5V/15V 8-Pin ref. 661-1205,7.25,2011-02-25,4,29.0
"AMIDATA S.A,",,,,,OP Amp Single Current Fdbk 7.5V/15V ref. 661-1114,5.39,2011-02-25,4,21.56
"AMIDATA S.A,",,,,,Gen Purpose OP Amp Single 18V/36V ref. 704-4445,1.9300000000000002,2011-02-25,10,19.3
"AMIDATA S.A,",,,,,"Transistor, NPN 50V 0.5A, TO-39 ref. 714-0433",0.58,2011-02-25,10,5.8
"AMIDATA S.A,",,,,,"Controlador de fase bipolar,TCA785 ref. 168-9014",6.53,2011-02-25,5,32.65
"AMIDATA S.A,",,,,,"IP54 Blk ABS flanged case,40x40x20mm ref. 513-5460",1.47,2011-02-25,1,1.47
"AMIDATA S.A,",,,,,"Caja para instrumentos hueso,61x41x20mm ref. 257-0523",1.88,2011-02-25,1,1.88
"AMIDATA S.A,",,,,,"Caja circuitos ABS con tapa,54x38x23mm ref. 1.46",1.46,2011-02-25,5,7.3
"AMIDATA S.A,",,,,,"Caja circuitos ABS con tapa,64x43x25mm ref. 314-5213",1.98,2011-02-25,5,9.9
"KAISER+KRAFT,S.A.,",,,,,Maletin de aluminio con acolchado de espuma ref. 905 052,47.65,2011-02-14,1,47.65
"AMIDATA S.A,",,,,,"Maletin con asa azul,310x280x100mm ref.519-194",39.87,2011-02-11,2,79.74
"FARNELL COMPONENTS, SL,",,,,,"MEGA - 890-984 - PELICULA DE IMAGEN, NEGRO, PK3 REF. 890984",34.74,2011-02-09,1,34.74
"PRODEL, S.A.,",,,,,limpiador cobre 1302 (1l.) ref. 300-172-2,16.2,2011-02-09,1,16.2
"PRODEL, S.A.,",,,,,revelador negativo para 25l (1l.) ref. 500-164,16.05,2011-02-09,1,16.05
"FARNELL COMPONENTS, SL,",,,,,MEGA - 600-019 - SOLUCION DE RESISTENCIA A GRABADOS ref. 4402583,20.7,2011-02-09,1,20.7
"PRODEL, S.A.,",,,,,paquete 100 hokas jetstar premium a4 ref. 100-076,166.56,2011-02-09,1,166.56
"PRODEL, S.A.,",,,,,paquete 10 hojas film seco fotosensible 255x305 ref. 500-026,15.72,2011-02-09,2,31.44
"AMIDATA S.A,",,,,,Espejo de inspeccion articulado ref. 544-998,27.09,2011-02-01,1,27.09
"AMIDATA S.A,",,,,,"Linterna magnetica,brazo 450mm ref. 493-7439",13.81,2011-02-01,1,13.81
"FARNELL COMPONENTS, SL,",,,,,"ELECTROLUBE - FLU01L - de Flux, ESTANO, 1L REF. 298189",22.47,2011-01-27,1,22.47
"AMIDATA S.A,",,,,,Ambersil Flux Remover 400ml Aerosol ref558-007,9.32,2011-01-27,1,9.32
"AMIDATA S.A,",,,,,maxE NiMH Rechargeable Cell AA 2100mAh ref. 670-8741,3.34,2011-01-27,4,13.36
"QNV, S.L.,",,,,,High-Performance IEEE-488 GPIB Interface for USB ref. USB-3488A,198.0,2011-01-27,1,198.0
"FARNELL COMPONENTS, SL,",,,,,"TYCO ELECTRONICS / AMP - 5205817-1 - SCREWLOCK KIT, FEMALE ref. 1098381",0.9500000000000001,2011-01-25,10,9.5
"ONDA RADIO, S.A.,",,,,,POWEREX ESTUCHE PLASTICO PARA BATERIAS AA Y AAA REF. MHBH8AA,2.51,2011-01-24,3,7.529999999999999
"ONDA RADIO, S.A.,",,,,,PILA MAXELL MAX POWER ALCALINA R06 AA 1'5V REF. LR06HI,0.43,2011-01-24,32,13.76
"FERRETERIA MARANGES, S.A.,",,,,,"TYCO ELECTRONICS / AMP - 5205817-1 - SCREWLOCK KIT, FEMALE ref. 1098381",0.9500000000000001,2011-01-21,10,9.5
